Roaster,Name,Review,Roaster_link,Origin,Roast,dollars_per_ounce,Review_date
Branch Street Coffee Roasters,Colombia Huila Finca Villabetuila Anaerobic Honey,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. ",,"Huila Department, Colombia",Medium-Light,1.66,July 2022
Barrington Coffee Roasting Co.,Costa Rica Bounty Gesha,"Delicately fruit-toned, sweetly herbaceous. Passion fruit, lemon balm, cocoa nib, narcissus, sandalwood in aroma and cup. Bright, balanced structure with sweet malic acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of cocoa nib and lemon balm.",https://barringtoncoffee.com,"Dota, Tarrazú growing region, Costa Rica",Medium-Light,3.29,July 2022
PT's Coffee Roasting Co.,Panama Static Gesha Natural,"Fruity, spice-toned, sweetly fermenty. Cherry liqueur, tiramisu, gardenia, tangerine zest, sage in aroma and cup. Richly sweet structure with winey acidity; plush, creamy mouthfeel. Resonant finish, driven by notes of cherry liqueur and gardenia with undertones of sage.",https://www.ptscoffee.com,"Boquete growing region, Panama",Medium-Light,3.75,July 2022
Regent Coffee,Burundi Kibingo Intenso,"High-toned, richly sweet and deep. Nectarine, cherry blossom, hazelnut, lemon-thyme, dark chocolate in aroma and cup. Sweet structure with bright, juicy acidity; crisp mouthfeel. Long, flavor-laden finish that carries forward all the aroma and flavor notes from the cup.",https://bit.ly/3vqsQg7,"Kayanza Province, Burundi",Medium-Light,1.75,June 2022
Jaunt Coffee Roasters,Colombia Planadas Ibague,"Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity; crisp, satiny mouthfeel. Finish consolidates to notes of chocolate and citrus.",https://jauntcoffee.com/,"Tolima Department, Colombia",Medium-Light,2.17,June 2022
Jaunt Coffee Roasters,Burundi Kabarore Commune,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak.",https://jauntcoffee.com/,"Kayanza Province, Burundi",Medium-Light,1.67,June 2022
Bird Rock Coffee Roasters,Ecuador Peñaherrera AAA,"Richly sweet, high-toned. Mulberry, dark chocolate, agave syrup, lemon verbena, cedar in aroma and cup. Sweet in structure with juicy-bright acidity; very full, syrupy mouthfeel. Resonant, long, flavor-saturated finish.",http://bit.ly/2CcjgEd,"Ibarra, Imbabura Province, Ecuador",Medium-Light,2.08,June 2022
PT's Coffee Roasting Co.,Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,"Juicy, balanced, bright. Bing cherry, wisteria, cocoa nib, blood orange, marjoram in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The crisply sweet finish centers around notes of cherry and cocoa nib.",https://www.ptscoffee.com,"Alto Quiel, Panama",Medium-Light,8.12,June 2022
Paradise Roasters,Kona SL34 Champagne Natural Uluwehi Farm,"Fruit-forward, elegantly bright. Lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. Sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. Fruit-toned finish with undertones of cashew butter and sandalwood. ",https://paradiseroasters.com/,"Holualoa, Kona, Big Island of Hawai’i",Medium-Light,7.5,June 2022
Merge Coffee Company,Ethiopia Yirgacheffe Adado,"Delicate, richly aromatic, floral-toned. Narcissus, apricot, almond, Meyer lemon zest, fresh-cut oak in aroma and cup. Sweetly tart structure with juicy-bright acidity; vibrantly silky mouthfeel. The long finish centers around notes of narcissus and almond.",https://www.mergecoffeeco.com/shop,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,1.58,June 2022
Merge Coffee Company,Costa Rica Cordillera de Fuego,"Crisply sweet, deeply spice-toned. Cinnamon, date, raspberry, baking chocolate, amber in aroma and cup. Sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. The finish consolidates to notes of date and cinnamon with undertones of amber.",https://www.mergecoffeeco.com/shop,"Tarrazu growing region, Costa Rica",Medium-Light,1.58,June 2022
Roadmap CoffeeWorks,Tanzania Mbeya Mimba,"Balanced, vibrant, complex. Mulberry, dark chocolate, mustard seed, star jasmine, sandalwood in aroma and cup. Juicy-bright structure with vibrant phosphoric acidity; very full, syrupy mouthfeel. Long, flavor-saturated finish. ",https://roadmapcoffeeworks.com/,"Mbozi, Mbeya growing region, southwestern Tanzania",Medium-Light,1.56,June 2022
Roadmap CoffeeWorks,Costa Rica La Chumeca,"Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity; full, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa-toned fruit supported by cedar.",https://roadmapcoffeeworks.com/,"Santa Maria de Dota, Costa Rica",Medium-Light,1.92,June 2022
Roadmap CoffeeWorks,Ethiopia Sidamo Yirgalem,"Crisply sweet, fruit-forward. Blueberry, baking chocolate, fresh-cut fir, cashew, magnolia in aroma and cup. Sweet-toned with gentle acidity; delicate, satiny mouthfeel. The quiet finish centers around notes of blueberry and fir.",https://roadmapcoffeeworks.com/,"Sidamo growing region, southern Ethiopia",Medium-Light,1.62,June 2022
Mostra Coffee,Gesha Spirits,"High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity; very smooth, silky mouthfeel. Sandalwood notes contribute resonance to the floral-toned finish.",https://mostracoffee.com/collections/coffee,"Huila, Colombia",Medium-Light,4.45,June 2022
Mostra Coffee,Philippines Sitio Belis 1017,"Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish.",https://mostracoffee.com/collections/coffee,"Benguet, Philippines",Medium-Light,4.42,June 2022
Mostra Coffee,Philippines Sitio Belis 1014,"Fruit-toned, sweetly herbaceous. Goji berry, lemon verbena, cedar, baking chocolate, malt in aroma and cup. Sweet-toned with gentle acidity; full, syrupy mouthfeel. Quietly chocolaty finish with citrus undertones.",https://mostracoffee.com/collections/coffee,"Benguet Province, The Philippines",Medium-Light,4.42,June 2022
Jackrabbit Java,Costa Rica Las Montañas Honey,"Sweet-toned, delicate and deep. Dark chocolate, lychee, lemon verbena, maple syrup, hazelnut in aroma and cup. Brightly sweet structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish centers around notes of chocolate and maple syrup.",https://jackrabbitjava.com/,"Tarrazú growing region, Costa Rica",Medium-Light,1.17,June 2022
Equator Coffees,Colombia Finca La Guaca Ají,"Elegant, delicate, rich-toned. Mango, cocoa nib, marjoram, lavender, cane sugar in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, syrupy mouthfeel. The pretty finish leads with lavender and cocoa nib.",https://www.equatorcoffees.com/,"Pitalito Municipality, Huila Department, Colombia",Light,3.25,June 2022
Coffee Hound,44˚N 68˚W Bar Harbor,"Deeply sweet-savory. Dark chocolate, fresh humus, yellow plum, cashew, oak in aroma and cup. Sweet structure with brisk acidity; silky, lightly viscous mouthfeel. Finish consolidates to earthy chocolate and nut.",,Costa Rica; Sumatra,Medium-Light,1.17,June 2022
Jackrabbit Java,Panama Finca Santa Teresa,"Balanced, deeply sweet. Dark chocolate, honeysuckle, date, orange zest, cedar in aroma and cup. Sweet-toned with bright, vibrant acidity; crisp, velvety mouthfeel. Chocolaty finish with undertones of orange zest.
",https://jackrabbitjava.com/,"Chiriquí Province, Panama",Medium-Light,1.17,June 2022
Jackrabbit Java,Zambia Mafinga Hills Natural,"Gently sweet-tart, fruit-toned. Goji berry, amber, grapefruit zest, agave syrup, cedar in aroma and cup. Crisply sweet structure with tart-leaning acidity; full, satiny mouthfeel. The finish leads with notes of sweet goji berry, backed up by perfumy amber notes.",https://jackrabbitjava.com/,"Northern Province, Zambia",Medium-Light,1.17,June 2022
Jackrabbit Java,Mexico Altura Natural Water Process Decaf,"Crisply chocolaty, deep-toned. Baking chocolate, almond, lily, candy apple, fir in aroma and cup. Sweet structure with gently round acidity; full, crisply syrupy mouthfeel. Gently drying, quite chocolaty finish.",https://jackrabbitjava.com/,"Chiapas, Mexico",Medium-Light,1.17,June 2022
Coffee Hound,Area Code 207,"Chocolaty and nut-toned. Chocolate fudge, raisin, gently scorched cedar, gardenia, grapefruit zest in aroma and cup. Bittersweet structure with round acidity; lightly syrupy mouthfeel. Gently drying, wood-framed finish. ",,Sumatra; Colombia,Medium,1.17,June 2022
JBC Coffee Roasters,Karatina Kenya,"Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity; full, syrupy-smooth mouthfeel. Resonant, lingering, berry-toned finish, chocolaty and floral.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Nyeri County, Kenya",Medium-Light,1.92,June 2022
JBC Coffee Roasters,Karamo Ethiopia,"Crisply sweet-tart. Passion fruit, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Gently tart structure with sweet, high-toned acidity; very smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of lemon verbena and freesia.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Sidama growing region, Ethiopia ",Medium-Light,1.58,June 2022
Nostalgia Coffee Roasters,Classic Blend,"Crisply sweet, richly savory. Cocoa nib, Asian pear, caramel, freesia-like flowers, fresh-cut oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. Quietly cocoa-toned finish with caramel undertones.",http://bit.ly/2WmKMJ9,Nicaragua; Guatemala,Medium-Light,1.5,June 2022
Rusty Dog Coffee,Ethiopia Keramo Natural,"Richly aromatic, deeply fruit-toned. Raspberry jam, almond nougat, lemon balm, cocoa nib, cedar in aroma and cup. Gently tart structure with pert acidity; plush, satiny mouthfeel. Crisp, fruity, cocoa-toned finish.",https://www.rustydogcoffee.com/,"Sidama growing region, Ethiopia ",Medium-Light,1.48,June 2022
Rusty Dog Coffee,Costa Rica Los Torres Microlot Black Honey,"Multi-layered, richly sweet. Dried plum, hazelnut butter, bergamot, magnolia, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny-smooth mouthfeel. Crisply nut-toned finish with undertones of bergamot.",https://www.rustydogcoffee.com/,"Rivas District, Chirripo Region, Costa Rica",Medium-Light,1.56,June 2022
Modern Times Coffee,Ethiopia Guracho Natural,"Evaluated as espresso. Delicately berry-toned, richly sweet. Blackberry coulis, cocoa nib, agave syrup, fresh-cut cedar, macadamia nut in aroma and small cup. Silky, viscous mouthfeel; the finish leads with notes of agave syrup and macadamia nut. Especially pretty in cappuccino format, where berry and cocoa notes balance rich aromatic cedar.",,"Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,1.5,June 2022
modcup coffee,Fruit Bomb/Ethiopia Shantewene,"Evaluated as espresso. Aromatically intense, sweet-tart-savory. Concord grape, lychee, dark chocolate, aloewood, oregano in aroma and cup. Creamy-smooth mouthfeel; savory, herbaceous, chocolaty finish. In three parts milk, savory notes usurp sweet, with inviting aloewood and oregano notes supported by dark chocolate and lychee undertones.",https://www.modcup.com/,"Sidama Region, south-central Ethiopia",Medium-Light,3.12,June 2022
Paradise Roasters,Colombia Quindio Anaerobic Natural,"Evaluated as espresso. Brightly fruit-toned, deeply chocolaty, with savory undertones. Rambutan, sandalwood, kumquat, dark chocolate, freesia in aroma and small cup. Crisp, satiny mouthfeel; especially long, flavor-laden finish. In three parts milk, sandalwood notes frame the dark chocolate and tropical fruit throughlines.",https://paradiseroasters.com/,"Quindio Department, Colombia",Medium-Light,2.5,June 2022
PT's Coffee Roasting Co.,Colombia Tres Dragones Natural,"Evaluated as espresso. Winey and musky, richly chocolaty. Dark chocolate, red wine barrel, musk, black sage, toasted walnut in aroma and small cup. 
Full, syrupy mouthfeel; winey, chocolaty finish. In cappuccino format, deeply aromatic, perfumed with musk-like florals supported by very rich chocolate notes.",https://www.ptscoffee.com,"Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,2.08,June 2022
Barrington Coffee Roasting,Supernatural,"Evaluated as espresso. Complex, richly tart, sweetly herbaceous. Watermelon candy, sassafras, star jasmine, dark chocolate, hint of eucalyptus in aroma and small cup. Viscous, syrupy mouthfeel; crisp, sweetly herbal finish. In cappuccino format, balanced, bright, deep, juicy and chocolaty.",https://barringtoncoffee.com,"Sidama Region, south-central Ethiopia",Medium-Light,1.54,June 2022
Hula Daddy Kona Coffee,Kona Natural Espresso,"Evaluated as espresso. Richly chocolaty, sweetly nutty, subtly fruity. Nutella, dried red currant, magnolia, pink grapefruit zest, rosewood in aroma and small cup. Crisp, syrupy mouthfeel; the dessert-like finish centers around notes of Nutella and magnolia. In three parts milk, plush, flavor-saturated and lingering.",http://bit.ly/2oBDGmP,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,7.87,June 2022
modcup coffee,Colombia Tres Dragones,"Richly sweet-savory, fruit-forward, juicy. Dried pineapple, dark chocolate, wine barrel, magnolia, hop flowers in aroma and cup. Richly sweet-savory structure with high-toned acidity; plush, viscous mouthfeel. The fruit-driven finish is complicated by notes of wine barrel and magnolia. ",https://www.modcup.com/,"Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,2.25,June 2022
Paradise Roasters,Colombia Quindio Anaerobic Natural,"Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood.
",https://paradiseroasters.com/,"Quindio Department, Colombia",Medium-Light,2.5,June 2022
Paradise Roasters,Colombia Pink Bourbon,"Complex, nuanced, high-toned. Wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. Sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. The inviting finish leads with notes of cocoa nib and honey.",https://paradiseroasters.com/,"Pitalito, Huila Department, Colombia",Medium-Light,3.17,June 2022
Mostra Coffee,Philippine Heritage Microlot,"Spice-toned, deeply chocolaty. Dark chocolate, baking spices, cashew butter, lily, molasses in aroma and cup. Crisply sweet with gentle, round acidity; plush, creamy mouthfeel. Quiet, nutty finish supported by notes of baking spices.",https://mostracoffee.com/collections/coffee,"Atok, Benguet, The Philippines",Medium,2.29,June 2022
modcup coffee,Colombia Cumbarco Lot 397,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum.",https://www.modcup.com/,"Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,1.67,June 2022
